itemID,date
2535,2018-03-16
2535,2018-04-01
2535,2018-04-20
2535,2018-06-17
2536,2018-02-19
2536,2018-03-17
2536,2018-04-09
2536,2018-04-20
2537,2018-02-19
2537,2018-06-17
2538,2018-02-19
2538,2018-03-17
2538,2018-05-17
2539,2018-02-19
2539,2018-04-07
2540,2018-02-19
2540,2018-03-16
2540,2018-04-01
2540,2018-04-20
2540,2018-05-17
2541,2018-02-19
2541,2018-04-08
2541,2018-04-20
2542,2018-03-22
2543,2018-03-11
2543,2018-04-28
2543,2018-05-06
2544,2018-03-04
2544,2018-04-11
2544,2018-05-13
2545,2018-06-03
2546,2018-03-04
2546,2018-04-11
2546,2018-05-27
2546,2018-06-03
2547,2018-03-04
2547,2018-06-05
2548,2018-03-12
2548,2018-04-22
2549,2018-05-27
2550,2018-03-04
2551,2018-03-04
2551,2018-03-12
2551,2018-04-11
2552,2018-05-06
2553,2018-03-12
2554,2018-06-16
2555,2018-04-19
2556,2018-03-12
2557,2018-03-12
2558,2018-03-09
2559,2018-03-12
2560,2018-03-12
2561,2018-06-12
2562,2018-05-13
2563,2018-04-03
2564,2018-03-12
2565,2018-03-12
2566,2018-05-08
2567,2018-02-20
2568,2018-01-28
2568,2018-02-11
2568,2018-03-06
2568,2018-06-05
2569,2018-01-28
2569,2018-03-06
2569,2018-04-03
2570,2018-01-28
2570,2018-03-12
2570,2018-04-26
2570,2018-05-13
2570,2018-05-19
2570,2018-06-23
2571,2018-01-28
2571,2018-02-06
2571,2018-03-05
2571,2018-05-20
2572,2018-05-08
2573,2018-03-04
2573,2018-03-12
2573,2018-04-11
2573,2018-05-06
2574,2018-03-04
2574,2018-04-11
2574,2018-05-27
2575,2018-03-04
2575,2018-04-11
2575,2018-06-03
2576,2018-03-12
2576,2018-04-22
2577,2018-03-12
2577,2018-05-27
2577,2018-06-02
2577,2018-06-16
2578,2018-03-04
2579,2018-03-12
2580,2018-03-11
2581,2018-03-11
2582,2018-04-20
2582,2018-05-26
2582,2018-06-29
2583,2018-06-08
2584,2018-06-08
2584,2018-06-29
2585,2018-03-05
2585,2018-04-07
2586,2018-03-05
2586,2018-04-06
2587,2018-03-05
2587,2018-04-27
2589,2018-03-21
2589,2018-06-12
2590,2018-03-21
2591,2018-03-21
2592,2018-03-04
2593,2018-03-04
2594,2018-03-04
2595,2018-03-04
2595,2018-06-05
2596,2018-03-12
2596,2018-04-11
2597,2018-03-12
2597,2018-04-11
2598,2018-05-08
2599,2018-03-04
2599,2018-04-11
2599,2018-06-03
2599,2018-06-16
2600,2018-03-04
2601,2018-03-12
2601,2018-04-11
2602,2018-03-04
2602,2018-04-11
2603,2018-03-05
2603,2018-04-06
2603,2018-05-18
2603,2018-06-13
2604,2018-06-08
2604,2018-06-29
2605,2018-06-08
2606,2018-03-26
2607,2018-04-06
2607,2018-05-18
2608,2018-03-04
2609,2018-03-04
2609,2018-06-09
2610,2018-03-04
2610,2018-04-22
2611,2018-03-04
2611,2018-04-11
2612,2018-03-04
2612,2018-04-11
2612,2018-05-04
2613,2018-03-21
2613,2018-06-12
2614,2018-03-16
2614,2018-03-17
2614,2018-03-27
2614,2018-04-18
2614,2018-05-08
2615,2018-03-21
2615,2018-06-12
2616,2018-06-14
2617,2018-03-05
2617,2018-04-06
2617,2018-06-07
2618,2018-04-18
2618,2018-06-12
2619,2018-04-23
2620,2018-05-12
2620,2018-06-12
2621,2018-05-12
2621,2018-06-12
2622,2018-05-12
2622,2018-06-12
2623,2018-05-12
2623,2018-06-12
2624,2018-05-12
2624,2018-06-12
2625,2018-05-12
2625,2018-06-12
2626,2018-05-12
2627,2018-05-12
2627,2018-06-12
2628,2018-05-12
2628,2018-06-12
2629,2018-05-12
2629,2018-06-12
2630,2018-05-12
2630,2018-06-12
2631,2018-05-12
2631,2018-06-12
2632,2018-02-23
2632,2018-03-08
2632,2018-03-22
2633,2018-02-23
2633,2018-03-16
2633,2018-04-20
2634,2018-02-23
2634,2018-03-16
2634,2018-05-15
2634,2018-06-13
2635,2018-02-23
2635,2018-03-16
2635,2018-04-26
2636,2018-02-25
2636,2018-03-16
2636,2018-04-20
2637,2018-02-23
2637,2018-03-16
2637,2018-04-20
2637,2018-05-19
2638,2018-02-23
2638,2018-03-16
2638,2018-04-20
2639,2018-02-23
2639,2018-03-27
2639,2018-04-27
2639,2018-05-26
2640,2018-02-23
2640,2018-03-16
2640,2018-03-22
2640,2018-03-24
2640,2018-04-12
2640,2018-06-13
2641,2018-02-23
2641,2018-03-05
2641,2018-04-27
2641,2018-05-18
2642,2018-02-22
2642,2018-03-05
2643,2018-02-22
2644,2018-02-22
2645,2018-02-22
2645,2018-04-04
2646,2018-02-22
2647,2018-02-22
2648,2018-02-22
2649,2018-02-22
2650,2018-02-22
2651,2018-02-22
2652,2018-03-05
2653,2018-02-26
2653,2018-03-07
2654,2018-02-22
2655,2018-02-22
2655,2018-05-04
2656,2018-03-05
2656,2018-03-09
2656,2018-04-03
2657,2018-03-05
2658,2018-03-05
2659,2018-02-22
2660,2018-02-22
2660,2018-04-06
2660,2018-06-07
2661,2018-03-16
2661,2018-03-22
2661,2018-03-23
2661,2018-03-27
2661,2018-04-06
2661,2018-04-07
2662,2018-03-05
2663,2018-03-05
2664,2018-02-26
2665,2018-02-26
2666,2018-03-12
2666,2018-04-06
2666,2018-05-06
2667,2018-03-07
2668,2018-04-18
2668,2018-05-13
2669,2018-06-12
2670,2018-04-28
2670,2018-06-05
2671,2018-03-16
2671,2018-04-08
2671,2018-06-01
2671,2018-06-13
2671,2018-06-14
2671,2018-06-29
2672,2018-04-07
2672,2018-04-09
2672,2018-04-20
2672,2018-06-29
2673,2018-03-16
2673,2018-04-09
2673,2018-04-20
2674,2018-04-04
2675,2018-04-18
2676,2018-05-08
2677,2018-04-04
2678,2018-03-16
2678,2018-03-17
2678,2018-03-26
2678,2018-04-20
2678,2018-04-21
2678,2018-04-26
2678,2018-04-27
2678,2018-04-29
2678,2018-05-15
2679,2018-03-16
2679,2018-04-01
2679,2018-04-20
2679,2018-04-21
2679,2018-04-24
2680,2018-06-08
2680,2018-06-29
2681,2018-05-08
2682,2018-05-08
2682,2018-05-17
2683,2018-04-23
2684,2018-05-04
2684,2018-05-22
2685,2018-04-23
2686,2018-03-11
2686,2018-04-12
2686,2018-04-26
2687,2018-03-11
2687,2018-04-26
2687,2018-05-15
2688,2018-05-04
2688,2018-05-13
2688,2018-06-28
2689,2018-04-03
2689,2018-05-02
2690,2018-03-21
2690,2018-06-12
2691,2018-03-21
2692,2018-03-21
2693,2018-03-21
2693,2018-06-08
2694,2018-03-21
2695,2018-03-21
2696,2018-03-21
2696,2018-06-28
2697,2018-03-21
2698,2018-03-21
2699,2018-03-21
2700,2018-03-21
2701,2018-03-21
2701,2018-06-09
2702,2018-03-21
2702,2018-05-04
2704,2018-03-21
2704,2018-06-02
2705,2018-03-21
2705,2018-06-08
2706,2018-03-21
2706,2018-06-08
2707,2018-04-18
2708,2018-04-29
2708,2018-06-28
2708,2018-06-29
2709,2018-04-23
2711,2018-04-18
2711,2018-05-07
2712,2018-05-30
2712,2018-06-03
2713,2018-03-31
2713,2018-04-18
2713,2018-05-02
2713,2018-06-07
2714,2018-04-06
2716,2018-05-10
2716,2018-06-16
2717,2018-05-10
2717,2018-06-14
2718,2018-05-10
2719,2018-04-04
2720,2018-05-13
2720,2018-06-12
2721,2018-04-04
2722,2018-04-03
2723,2018-04-04
2724,2018-04-04
2724,2018-05-08
2725,2018-06-03
2726,2018-05-24
2727,2018-05-24
2728,2018-05-10
2729,2018-05-10
2730,2018-05-10
2731,2018-05-10
2732,2018-05-24
2733,2018-05-24
2734,2018-05-24
2735,2018-06-03
2736,2018-06-03
2737,2018-05-24
2738,2018-05-24
2739,2018-05-24
2740,2018-05-24
2741,2018-05-24
2742,2018-05-24
2743,2018-05-24
2744,2018-05-24
2745,2018-03-16
2745,2018-04-20
2745,2018-05-15
2746,2018-03-16
2746,2018-04-20
2747,2018-03-16
2747,2018-04-20
2748,2018-03-16
2748,2018-04-20
2749,2018-03-16
2749,2018-05-20
2750,2018-03-16
2750,2018-04-26
2751,2018-03-16
2751,2018-04-20
2752,2018-03-16
2752,2018-04-20
2753,2018-03-16
2754,2018-04-20
2755,2018-03-16
2755,2018-03-24
2755,2018-04-20
2756,2018-03-16
2756,2018-04-20
2757,2018-03-16
2757,2018-04-20
2757,2018-06-17
2758,2018-03-16
2758,2018-04-09
2758,2018-05-05
2759,2018-03-16
2759,2018-04-09
2759,2018-05-05
2760,2018-03-16
2760,2018-04-09
2760,2018-05-05
2761,2018-04-04
2762,2018-04-04
2763,2018-04-04
2766,2018-06-07
2767,2018-06-07
2768,2018-06-07
2772,2018-03-21
2772,2018-06-02
2773,2018-04-06
2773,2018-05-18
2773,2018-06-17
2774,2018-06-24
2775,2018-06-24
2776,2018-06-24
2777,2018-06-07
2778,2018-06-07
2779,2018-06-07
2780,2018-06-07
2781,2018-06-07
2782,2018-04-14
2782,2018-06-13
2783,2018-04-14
2783,2018-06-13
2784,2018-04-14
2784,2018-06-13
2785,2018-04-15
2786,2018-04-14
2786,2018-06-13
2787,2018-04-14
2787,2018-06-13
2788,2018-04-14
2788,2018-06-13
2789,2018-04-14
2789,2018-06-13
2790,2018-04-14
2791,2018-04-14
2792,2018-04-14
2793,2018-04-14
2793,2018-04-15
2794,2018-04-15
2794,2018-06-13
2795,2018-04-14
2796,2018-04-14
2797,2018-04-14
2801,2018-06-07
2802,2018-06-07
2804,2018-06-07
2807,2018-04-03
2808,2018-04-03
2809,2018-04-03
2810,2018-04-03
2811,2018-04-03
2812,2018-04-03
2813,2018-04-03
2814,2018-04-03
2815,2018-04-03
2816,2018-04-03
2817,2018-04-03
2818,2018-04-03
2819,2018-06-07
2820,2018-06-24
2821,2018-05-20
2823,2018-06-08
2824,2018-06-01
2825,2018-06-01
2826,2018-06-01
2827,2018-06-01
2828,2018-06-01
2829,2018-06-01
2831,2018-06-01
2832,2018-06-01
2833,2018-06-01
2834,2018-06-01
2835,2018-06-01
2837,2018-06-01
2838,2018-06-01
2839,2018-06-01
2840,2018-06-01
2842,2018-06-01
2843,2018-06-01
2844,2018-06-01
2845,2018-06-01
2846,2018-06-01
2848,2018-06-01
2849,2018-06-01
2850,2018-06-01
2851,2018-06-12
2852,2018-06-12
2853,2018-04-27
2854,2018-04-27
2854,2018-06-01
2855,2018-04-27
2855,2018-06-13
2856,2018-04-27
2856,2018-05-18
2856,2018-06-01
2856,2018-06-13
2857,2018-04-27
2858,2018-04-27
2859,2018-04-27
2860,2018-04-27
2861,2018-06-07
2862,2018-06-07
2862,2018-06-14
2863,2018-06-07
2864,2018-06-22
2865,2018-06-22
2866,2018-06-22
2867,2018-06-22
2868,2018-06-22
2869,2018-06-22
2870,2018-06-22
2871,2018-06-22
2872,2018-06-22
2873,2018-06-22
2874,2018-06-22
2875,2018-06-22
2876,2018-06-22
2877,2018-06-12
2878,2018-06-12
2880,2018-06-07
2881,2018-06-07
2881,2018-06-28
2882,2018-06-07
2883,2018-06-07
2884,2018-06-07
2885,2018-06-07
2886,2018-06-07
2887,2018-06-07
2888,2018-05-20
2888,2018-06-17
2889,2018-05-27
2890,2018-06-08
2891,2018-05-27
2891,2018-05-30
2893,2018-05-27
2893,2018-06-14
2893,2018-06-16
2894,2018-05-27
2894,2018-05-30
2895,2018-05-27
2896,2018-05-27
2897,2018-05-27
2897,2018-06-12
2898,2018-05-27
2899,2018-05-27
2900,2018-05-27
2901,2018-05-27
2901,2018-06-16
2902,2018-05-27
2903,2018-05-27
2904,2018-05-27
2904,2018-06-12
2905,2018-05-27
2905,2018-06-12
2906,2018-05-27
2906,2018-06-05
2907,2018-05-27
2908,2018-05-27
2908,2018-06-03
2909,2018-05-27
2909,2018-06-14
2910,2018-05-27
2911,2018-06-24
2912,2018-06-24
2913,2018-05-27
2914,2018-05-27
2914,2018-06-03
2915,2018-05-27
2915,2018-06-03
2916,2018-05-27
2917,2018-05-10
2918,2018-06-12
2918,2018-06-13
2919,2018-06-12
2920,2018-06-12
2922,2018-06-12
2924,2018-06-07
2925,2018-06-07
2927,2018-06-12
2927,2018-06-13
2928,2018-06-03
2929,2018-06-08
2930,2018-06-08
2931,2018-06-08
2932,2018-06-08
2932,2018-06-29
2933,2018-06-08
2934,2018-06-08
2934,2018-06-29
2935,2018-06-08
2936,2018-06-07
2937,2018-06-07
2941,2018-06-13
2942,2018-06-13
2945,2018-06-13
2946,2018-06-22
3080,2018-02-27
3080,2018-03-31
3080,2018-04-06
3081,2018-02-27
3081,2018-04-09
3082,2018-02-27
3082,2018-03-31
3082,2018-04-29
3082,2018-05-05
3083,2018-02-27
3084,2018-02-27
3085,2018-02-27
3086,2018-02-27
3086,2018-03-31
3086,2018-04-13
3087,2018-02-27
3087,2018-04-13
3088,2018-02-27
3088,2018-03-31
3089,2018-02-27
3089,2018-03-31
3089,2018-04-28
3089,2018-05-15
3090,2018-02-27
3090,2018-03-31
3090,2018-04-13
3090,2018-05-20
3091,2018-02-27
3091,2018-03-31
3091,2018-05-04
3091,2018-06-09
3092,2018-02-27
3092,2018-04-04
3092,2018-05-26
3093,2018-02-27
3094,2018-02-27
3094,2018-04-30
3095,2018-02-27
3095,2018-03-31
3095,2018-05-01
3095,2018-05-20
3096,2018-02-27
3096,2018-03-31
3096,2018-04-24
3096,2018-05-01
3097,2018-02-27
3097,2018-03-31
3097,2018-05-05
3097,2018-05-19
3098,2018-02-27
3098,2018-04-08
3099,2018-02-27
3099,2018-03-31
3099,2018-04-30
3100,2018-02-27
3100,2018-04-02
3100,2018-04-28
3100,2018-05-20
3101,2018-02-27
3101,2018-04-12
3101,2018-04-29
3101,2018-06-05
3102,2018-02-27
3102,2018-04-07
3103,2018-02-27
3103,2018-04-13
3103,2018-06-17
3104,2018-02-27
3105,2018-02-27
3105,2018-03-31
3105,2018-04-28
3106,2018-02-27
3106,2018-03-31
3107,2018-02-27
3107,2018-03-31
3108,2018-02-27
3108,2018-02-28
3108,2018-04-29
3109,2018-02-27
3109,2018-02-28
3110,2018-02-27
3110,2018-02-28
3110,2018-04-28
3110,2018-05-20
3111,2018-02-28
3112,2018-02-27
3113,2018-02-27
3113,2018-02-28
3113,2018-05-20
3114,2018-02-27
3114,2018-02-28
3115,2018-02-27
3115,2018-03-31
3115,2018-04-29
3116,2018-02-27
3117,2018-02-27
3117,2018-04-28
3118,2018-02-27
3118,2018-02-28
3118,2018-04-28
3119,2018-02-27
3119,2018-02-28
3120,2018-02-27
3120,2018-05-11
3120,2018-05-20
3121,2018-02-27
3121,2018-03-29
3121,2018-04-16
3122,2018-02-27
3122,2018-02-28
3123,2018-02-27
3123,2018-04-29
3124,2018-02-27
3124,2018-02-28
3124,2018-03-31
3125,2018-03-31
3125,2018-04-09
3125,2018-05-09
3125,2018-05-21
3125,2018-05-29
3126,2018-03-31
3126,2018-05-09
3126,2018-05-30
3126,2018-06-07
3127,2018-03-31
3127,2018-04-09
3127,2018-05-09
3128,2018-03-31
3129,2018-03-31
3129,2018-04-09
3129,2018-06-07
3130,2018-03-31
3130,2018-06-07
3131,2018-03-31
3131,2018-04-01
3131,2018-06-18
3132,2018-04-09
3132,2018-06-07
3132,2018-06-22
3133,2018-03-31
3133,2018-04-24
3134,2018-03-31
3134,2018-05-09
3134,2018-06-05
3135,2018-03-31
3135,2018-05-09
3135,2018-05-20
3135,2018-06-05
3136,2018-03-31
3136,2018-04-01
3136,2018-06-07
3137,2018-03-31
3137,2018-06-17
3138,2018-03-31
3138,2018-06-07
3139,2018-03-31
3139,2018-05-05
3140,2018-04-09
3140,2018-06-07
3141,2018-03-31
3141,2018-04-01
3141,2018-06-07
3142,2018-03-31
3142,2018-04-09
3142,2018-06-07
3143,2018-03-31
3143,2018-05-20
3144,2018-03-31
3144,2018-05-09
3145,2018-03-31
3145,2018-05-09
3146,2018-03-31
3146,2018-04-22
3146,2018-05-09
3147,2018-04-01
3148,2018-03-31
3148,2018-04-01
3148,2018-06-07
3149,2018-03-31
3149,2018-06-07
3150,2018-03-31
3150,2018-05-09
3151,2018-03-31
3151,2018-04-01
3151,2018-06-07
3152,2018-03-31
3152,2018-05-09
3153,2018-03-31
3153,2018-04-09
3154,2018-03-31
3154,2018-05-09
3155,2018-03-31
3156,2018-04-28
3156,2018-04-29
3157,2018-03-31
3158,2018-04-28
3159,2018-03-31
3159,2018-04-01
3160,2018-04-01
3161,2018-03-31
3161,2018-04-22
3161,2018-06-15
3161,2018-06-27
3162,2018-04-01
3163,2018-03-31
3163,2018-04-29
3164,2018-03-31
3165,2018-04-01
3165,2018-04-29
3166,2018-03-31
3166,2018-04-01
3167,2018-03-31
3167,2018-04-01
3167,2018-04-22
3167,2018-05-09
3167,2018-06-15
3168,2018-03-31
3168,2018-04-22
3168,2018-04-28
3168,2018-05-09
3168,2018-06-15
3169,2018-03-31
3169,2018-04-01
3169,2018-04-28
3170,2018-03-31
3170,2018-04-01
3170,2018-04-28
3170,2018-05-12
3171,2018-03-31
3171,2018-04-22
3171,2018-04-28
3171,2018-05-09
3172,2018-03-31
3172,2018-04-01
3172,2018-04-28
3173,2018-03-31
3173,2018-04-01
3173,2018-04-28
3174,2018-03-31
3174,2018-04-22
3174,2018-04-28
3175,2018-03-31
3175,2018-04-22
3175,2018-04-28
3176,2018-03-31
3176,2018-04-01
3176,2018-05-19
3177,2018-03-31
3177,2018-05-20
3179,2018-03-31
3179,2018-05-09
3180,2018-03-31
3180,2018-05-09
3181,2018-03-31
3181,2018-04-01
3181,2018-04-09
3181,2018-06-07
3182,2018-03-31
3182,2018-06-07
3183,2018-03-31
3183,2018-06-07
3184,2018-03-31
3184,2018-04-09
3184,2018-05-09
3185,2018-03-31
3185,2018-06-07
3186,2018-03-31
3186,2018-05-09
3186,2018-06-03
3187,2018-03-31
3187,2018-04-01
3187,2018-05-09
3188,2018-03-31
3188,2018-06-07
3189,2018-03-31
3189,2018-05-09
3189,2018-06-07
3189,2018-06-21
3190,2018-03-31
3190,2018-06-07
3191,2018-03-31
3191,2018-05-09
3192,2018-03-31
3192,2018-06-18
3193,2018-03-31
3193,2018-06-07
3194,2018-03-31
3195,2018-03-31
3196,2018-03-31
3196,2018-05-19
3197,2018-03-31
3198,2018-03-31
3199,2018-02-24
3199,2018-03-27
3199,2018-04-06
3200,2018-02-24
3200,2018-03-27
3200,2018-04-28
3201,2018-02-24
3201,2018-03-27
3201,2018-04-07
3202,2018-02-24
3202,2018-03-06
3202,2018-04-07
3202,2018-04-28
3203,2018-02-24
3203,2018-03-06
3203,2018-03-27
3203,2018-04-28
3204,2018-02-24
3204,2018-03-06
3204,2018-03-27
3204,2018-05-15
3205,2018-02-24
3205,2018-03-06
3205,2018-04-07
3205,2018-04-28
3206,2018-02-24
3206,2018-03-06
3206,2018-03-27
3206,2018-04-07
3207,2018-02-24
3207,2018-03-06
3207,2018-03-27
3207,2018-04-07
3207,2018-04-29
3208,2018-02-24
3208,2018-03-06
3208,2018-03-18
3208,2018-03-27
3208,2018-04-07
3208,2018-04-28
3209,2018-02-24
3209,2018-03-06
3209,2018-03-27
3209,2018-04-07
3209,2018-04-28
3209,2018-05-15
3210,2018-02-24
3210,2018-03-06
3210,2018-03-27
3210,2018-04-07
3210,2018-04-28
3211,2018-02-24
3211,2018-03-06
3211,2018-03-27
3211,2018-04-28
3212,2018-02-27
3212,2018-04-04
3212,2018-04-10
3213,2018-03-31
3214,2018-03-31
3214,2018-04-24
3215,2018-03-31
3215,2018-06-07
3216,2018-03-01
3216,2018-04-07
3216,2018-04-15
3217,2018-03-01
3217,2018-04-08
3218,2018-03-01
3218,2018-03-29
3219,2018-03-01
3219,2018-04-13
3219,2018-04-24
3219,2018-05-11
3220,2018-03-01
3220,2018-03-24
3220,2018-04-13
3221,2018-03-01
3221,2018-04-10
3221,2018-04-24
3222,2018-03-01
3222,2018-03-24
3223,2018-03-01
3223,2018-04-04
3223,2018-04-23
3224,2018-03-01
3224,2018-04-07
3224,2018-04-28
3225,2018-03-01
3225,2018-04-02
3225,2018-04-29
3225,2018-05-19
3226,2018-03-01
3226,2018-04-08
3227,2018-03-01
3227,2018-04-02
3227,2018-04-29
3228,2018-03-01
3228,2018-04-02
3228,2018-05-05
3229,2018-03-01
3229,2018-03-22
3229,2018-04-10
3229,2018-04-27
3229,2018-05-05
3230,2018-03-01
3230,2018-04-02
3230,2018-04-23
3231,2018-03-01
3231,2018-04-09
3231,2018-04-29
3232,2018-03-01
3232,2018-03-29
3233,2018-03-01
3233,2018-04-09
3233,2018-04-30
3234,2018-03-01
3234,2018-04-12
3235,2018-03-01
3235,2018-03-22
3235,2018-05-05
3236,2018-03-01
3236,2018-04-01
3237,2018-03-01
3237,2018-04-02
3237,2018-04-30
3238,2018-03-01
3238,2018-03-22
3238,2018-04-04
3238,2018-05-01
3239,2018-03-01
3239,2018-04-04
3239,2018-04-29
3240,2018-03-01
3240,2018-03-29
3240,2018-04-29
3241,2018-03-01
3241,2018-04-09
3241,2018-04-28
3242,2018-03-01
3242,2018-03-22
3242,2018-04-08
3243,2018-03-01
3243,2018-04-10
3243,2018-04-24
3243,2018-05-05
3244,2018-03-01
3244,2018-04-12
3244,2018-04-29
3245,2018-03-01
3245,2018-04-08
3245,2018-04-28
3246,2018-03-11
3246,2018-04-30
3246,2018-05-21
3246,2018-06-18
3247,2018-03-11
3247,2018-05-01
3247,2018-06-06
3248,2018-03-31
3248,2018-04-01
3248,2018-04-09
3248,2018-06-07
3248,2018-06-26
3249,2018-03-31
3249,2018-04-24
3249,2018-06-07
3250,2018-03-31
3250,2018-04-09
3250,2018-06-07
3251,2018-02-28
3251,2018-05-20
3252,2018-02-28
3253,2018-02-28
3253,2018-05-01
3253,2018-05-15
3254,2018-02-28
3255,2018-02-28
3256,2018-02-28
3257,2018-02-28
3257,2018-04-27
3258,2018-02-28
3259,2018-02-28
3260,2018-02-28
3261,2018-02-28
3262,2018-02-28
3263,2018-02-28
3263,2018-04-29
3264,2018-02-28
3264,2018-04-24
3265,2018-02-28
3266,2018-02-28
3267,2018-02-28
3268,2018-02-28
3269,2018-02-28
3269,2018-03-29
3270,2018-02-28
3270,2018-04-28
3271,2018-02-28
3271,2018-03-22
3271,2018-04-09
3272,2018-03-22
3272,2018-04-06
3273,2018-02-28
3273,2018-06-17
3274,2018-02-28
3274,2018-05-19
3275,2018-02-28
3275,2018-04-28
3276,2018-02-28
3276,2018-05-04
3277,2018-02-28
3278,2018-03-11
3278,2018-04-07
3279,2018-04-04
3279,2018-04-28
3279,2018-04-30
3279,2018-05-02
3279,2018-05-15
3279,2018-06-06
3280,2018-03-11
3280,2018-05-01
3281,2018-03-18
3282,2018-03-11
3282,2018-03-12
3282,2018-04-22
3282,2018-05-01
3282,2018-06-18
3283,2018-03-11
3283,2018-04-04
3283,2018-05-01
3284,2018-03-11
3284,2018-03-14
3284,2018-04-30
3284,2018-05-19
3284,2018-05-29
3285,2018-03-11
3285,2018-04-04
3285,2018-04-13
3285,2018-05-21
3286,2018-03-11
3286,2018-03-18
3286,2018-05-01
3286,2018-06-18
3287,2018-03-11
3287,2018-04-28
3287,2018-05-15
3288,2018-03-11
3288,2018-04-28
3289,2018-03-11
3289,2018-04-13
3289,2018-05-19
3290,2018-03-11
3290,2018-05-01
3290,2018-05-21
3290,2018-05-29
3291,2018-03-11
3291,2018-04-30
3292,2018-03-11
3292,2018-05-01
3292,2018-05-24
3293,2018-03-11
3293,2018-04-30
3293,2018-06-06
3293,2018-06-18
3294,2018-04-14
3294,2018-05-30
3295,2018-04-14
3295,2018-04-30
3295,2018-05-20
3296,2018-04-14
3296,2018-05-19
3297,2018-04-14
3298,2018-05-09
3298,2018-06-03
3299,2018-05-09
3299,2018-06-23
3300,2018-04-14
3300,2018-05-20
3301,2018-04-14
3302,2018-04-14
3302,2018-05-29
3303,2018-04-14
3304,2018-04-14
3304,2018-05-19
3305,2018-04-14
3306,2018-04-14
3307,2018-04-14
3307,2018-05-26
3308,2018-04-14
3308,2018-05-09
3308,2018-05-19
3309,2018-04-14
3309,2018-05-19
3309,2018-06-23
3310,2018-04-14
3310,2018-06-05
3311,2018-04-14
3311,2018-05-11
3312,2018-04-14
3312,2018-05-19
3313,2018-04-14
3313,2018-06-03
3314,2018-05-09
3315,2018-04-14
3315,2018-05-09
3316,2018-04-14
3316,2018-05-30
3317,2018-04-14
3317,2018-05-26
3318,2018-04-14
3318,2018-05-19
3319,2018-04-14
3319,2018-05-19
3320,2018-04-14
3321,2018-04-14
3321,2018-05-20
3322,2018-04-14
3323,2018-04-14
3323,2018-04-24
3323,2018-05-20
3324,2018-04-14
3324,2018-04-24
3325,2018-04-14
3326,2018-04-14
3326,2018-05-19
3327,2018-04-14
3327,2018-05-26
3328,2018-04-14
3328,2018-05-15
3329,2018-04-14
3330,2018-04-14
3330,2018-05-11
3331,2018-04-14
3331,2018-05-30
3332,2018-04-14
3332,2018-05-20
3333,2018-04-14
3333,2018-05-20
3334,2018-05-09
3334,2018-05-30
3334,2018-06-18
3335,2018-05-09
3335,2018-05-21
3336,2018-04-14
3336,2018-05-09
3337,2018-04-14
3337,2018-05-19
3337,2018-06-03
3338,2018-04-14
3339,2018-05-09
3339,2018-06-17
3340,2018-04-14
3340,2018-04-24
3341,2018-05-09
3341,2018-05-29
3341,2018-06-24
3342,2018-06-06
3342,2018-06-18
3343,2018-04-14
3343,2018-05-26
3344,2018-04-14
3344,2018-06-06
3344,2018-06-18
3345,2018-05-09
3346,2018-03-11
3346,2018-05-01
3347,2018-03-11
3347,2018-04-07
3348,2018-05-30
3348,2018-06-13
3348,2018-06-25
3349,2018-05-30
3349,2018-06-13
3349,2018-06-29
3350,2018-05-30
3350,2018-05-31
3350,2018-06-13
3350,2018-06-25
3351,2018-05-30
3351,2018-05-31
3351,2018-06-06
3351,2018-06-18
3351,2018-06-25
3352,2018-05-30
3352,2018-05-31
3352,2018-06-28
3353,2018-06-13
3354,2018-05-30
3354,2018-06-25
3355,2018-05-30
3355,2018-06-13
3355,2018-06-25
3356,2018-05-30
3356,2018-05-31
3357,2018-05-30
3357,2018-06-13
3357,2018-06-25
3358,2018-05-30
3358,2018-05-31
3358,2018-06-13
3358,2018-06-25
3359,2018-05-30
3359,2018-05-31
3359,2018-06-13
3359,2018-06-25
3360,2018-05-30
3360,2018-05-31
3360,2018-06-13
3361,2018-05-30
3361,2018-06-13
3361,2018-06-28
3362,2018-05-30
3362,2018-06-13
3362,2018-06-28
3363,2018-05-30
3363,2018-05-31
3363,2018-06-25
3364,2018-05-30
3364,2018-05-31
3364,2018-06-13
3364,2018-06-25
3365,2018-02-27
3365,2018-03-31
3365,2018-04-23
3366,2018-04-25
3366,2018-04-28
3366,2018-05-24
3366,2018-06-06
3367,2018-04-25
3367,2018-06-06
3368,2018-04-25
3368,2018-05-15
3368,2018-06-06
3369,2018-04-25
3369,2018-04-28
3369,2018-06-18
3370,2018-04-25
3370,2018-06-06
3370,2018-06-23
3371,2018-04-25
3371,2018-06-06
3371,2018-06-28
3372,2018-04-25
3372,2018-04-28
3372,2018-06-23
3373,2018-04-25
3373,2018-06-06
3374,2018-06-06
3374,2018-06-23
3375,2018-04-25
3375,2018-06-23
3376,2018-04-25
3376,2018-06-06
3377,2018-04-25
3377,2018-06-06
3378,2018-04-28
3379,2018-04-25
3379,2018-06-06
3380,2018-04-25
3380,2018-06-06
3381,2018-04-25
3382,2018-04-25
3382,2018-06-06
3382,2018-06-23
3383,2018-04-25
3384,2018-04-25
3384,2018-06-18
3385,2018-04-25
3385,2018-04-28
3385,2018-06-06
3386,2018-04-25
3386,2018-06-06
3387,2018-04-25
3388,2018-04-25
3388,2018-05-24
3388,2018-06-06
